date,sku,name,category,units_sold,unit_price,revenue,phase
2024-02-02,ITS-COC,Coconut Italian Soda,Italian Soda,3,3.5,10.5,post_strategy_1
2024-02-02,DRK-MAT,Matcha Lemonade,Custom Drink,2,4.25,8.5,post_strategy_1
2024-02-02,DRK-STR,Strawberry Milk,Custom Drink,3,3.75,11.25,post_strategy_1
2024-02-02,DRK-HOR,Horchata Cold Brew,Custom Drink,3,4.5,13.5,post_strategy_1
2024-02-02,DRK-CHI,Chia Lemonade,Custom Drink,2,3.75,7.5,post_strategy_1
2024-02-02,ENR-RBU,Red Bull Original,Energy Drink,5,3.75,18.75,post_strategy_1
2024-02-02,ENR-RBS,Red Bull Sugar Free,Energy Drink,1,3.75,3.75,post_strategy_1
2024-02-02,ENR-MTN,Monster Energy,Energy Drink,1,3.5,3.5,post_strategy_1
2024-02-02,ENR-CEL,Celsius,Energy Drink,2,3.25,6.5,post_strategy_1
2024-02-02,SFT-WAT,Water Bottle,Soft Drink,3,1.25,3.75,post_strategy_1
2024-02-02,SFT-COK,Coca-Cola,Soft Drink,4,1.75,7.0,post_strategy_1
2024-02-02,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,post_strategy_1
2024-02-02,SFT-DRP,Dr Pepper,Soft Drink,2,1.75,3.5,post_strategy_1
2024-02-02,SFT-LEM,Lemonade,Soft Drink,2,1.75,3.5,post_strategy_1
2024-02-02,SNK-CHC,Chocolate Chip Cookie,Baked Good,7,2.0,14.0,post_strategy_1
2024-02-02,SNK-BRW,Brownie,Baked Good,3,2.5,7.5,post_strategy_1
2024-02-02,SNK-SUG,Sugar Cookie,Baked Good,4,2.0,8.0,post_strategy_1
2024-02-02,SNK-RCK,Rice Krispie Treat,Baked Good,1,1.5,1.5,post_strategy_1
2024-02-02,CND-GUM,Orbit Gum,Candy & Gum,2,1.5,3.0,post_strategy_1
2024-02-02,CND-RBB,Sour Patch Kids,Candy & Gum,3,2.0,6.0,post_strategy_1
2024-02-02,CND-SKT,Skittles,Candy & Gum,2,1.75,3.5,post_strategy_1
2024-02-02,CND-STB,Starburst,Candy & Gum,4,1.75,7.0,post_strategy_1
2024-02-02,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,post_strategy_1
2024-02-02,CHP-LAY,Lays Classic,Chips,4,1.5,6.0,post_strategy_1
2024-02-02,CHP-DRT,Doritos Nacho,Chips,5,1.5,7.5,post_strategy_1
2024-02-02,CHP-POP,Popcorn,Chips,1,1.25,1.25,post_strategy_1
2024-02-05,ITS-STR,Strawberry Italian Soda,Italian Soda,11,3.5,38.5,post_strategy_1
2024-02-05,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,9,3.5,31.5,post_strategy_1
2024-02-05,ITS-BLU,Blueberry Italian Soda,Italian Soda,2,3.5,7.0,post_strategy_1
2024-02-05,ITS-PEA,Peach Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_1
2024-02-05,ITS-COC,Coconut Italian Soda,Italian Soda,2,3.5,7.0,post_strategy_1
2024-02-05,DRK-MAT,Matcha Lemonade,Custom Drink,7,4.25,29.75,post_strategy_1
2024-02-05,DRK-STR,Strawberry Milk,Custom Drink,3,3.75,11.25,post_strategy_1
2024-02-05,DRK-HOR,Horchata Cold Brew,Custom Drink,1,4.5,4.5,post_strategy_1
2024-02-05,DRK-CHI,Chia Lemonade,Custom Drink,2,3.75,7.5,post_strategy_1
2024-02-05,ENR-RBU,Red Bull Original,Energy Drink,2,3.75,7.5,post_strategy_1
2024-02-05,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,post_strategy_1
2024-02-05,ENR-CEL,Celsius,Energy Drink,2,3.25,6.5,post_strategy_1
2024-02-05,SFT-WAT,Water Bottle,Soft Drink,7,1.25,8.75,post_strategy_1
2024-02-05,SFT-COK,Coca-Cola,Soft Drink,7,1.75,12.25,post_strategy_1
2024-02-05,SFT-SPR,Sprite,Soft Drink,2,1.75,3.5,post_strategy_1
2024-02-05,SFT-DRP,Dr Pepper,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-05,SFT-LEM,Lemonade,Soft Drink,1,1.75,1.75,post_strategy_1
2024-02-05,SNK-CHC,Chocolate Chip Cookie,Baked Good,2,2.0,4.0,post_strategy_1
2024-02-05,SNK-BRW,Brownie,Baked Good,2,2.5,5.0,post_strategy_1
2024-02-05,SNK-SUG,Sugar Cookie,Baked Good,3,2.0,6.0,post_strategy_1
2024-02-05,SNK-RCK,Rice Krispie Treat,Baked Good,2,1.5,3.0,post_strategy_1
2024-02-05,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_1
2024-02-05,CND-RBB,Sour Patch Kids,Candy & Gum,6,2.0,12.0,post_strategy_1
2024-02-05,CND-SKT,Skittles,Candy & Gum,3,1.75,5.25,post_strategy_1
2024-02-05,CND-STB,Starburst,Candy & Gum,3,1.75,5.25,post_strategy_1
2024-02-05,CND-MNT,Altoids,Candy & Gum,2,2.0,4.0,post_strategy_1
2024-02-05,CHP-LAY,Lays Classic,Chips,1,1.5,1.5,post_strategy_1
2024-02-05,CHP-DRT,Doritos Nacho,Chips,3,1.5,4.5,post_strategy_1
2024-02-05,CHP-TAK,Takis Fuego,Chips,4,1.75,7.0,post_strategy_1
2024-02-05,CHP-PRT,Pretzels,Chips,1,1.25,1.25,post_strategy_1
2024-02-05,CHP-POP,Popcorn,Chips,1,1.25,1.25,post_strategy_1
2024-02-06,ITS-STR,Strawberry Italian Soda,Italian Soda,7,3.5,24.5,post_strategy_1
2024-02-06,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_1
2024-02-06,ITS-BLU,Blueberry Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_1
2024-02-06,ITS-PEA,Peach Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_1
2024-02-06,ITS-COC,Coconut Italian Soda,Italian Soda,3,3.5,10.5,post_strategy_1
2024-02-06,DRK-MAT,Matcha Lemonade,Custom Drink,7,4.25,29.75,post_strategy_1
2024-02-06,DRK-STR,Strawberry Milk,Custom Drink,5,3.75,18.75,post_strategy_1
2024-02-06,DRK-HOR,Horchata Cold Brew,Custom Drink,7,4.5,31.5,post_strategy_1
2024-02-06,DRK-CHI,Chia Lemonade,Custom Drink,5,3.75,18.75,post_strategy_1
2024-02-06,ENR-RBU,Red Bull Original,Energy Drink,5,3.75,18.75,post_strategy_1
2024-02-06,ENR-RBS,Red Bull Sugar Free,Energy Drink,3,3.75,11.25,post_strategy_1
2024-02-06,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,post_strategy_1
2024-02-06,SFT-WAT,Water Bottle,Soft Drink,11,1.25,13.75,post_strategy_1
2024-02-06,SFT-COK,Coca-Cola,Soft Drink,4,1.75,7.0,post_strategy_1
2024-02-06,SFT-SPR,Sprite,Soft Drink,6,1.75,10.5,post_strategy_1
2024-02-06,SFT-DRP,Dr Pepper,Soft Drink,4,1.75,7.0,post_strategy_1
2024-02-06,SFT-LEM,Lemonade,Soft Drink,1,1.75,1.75,post_strategy_1
2024-02-06,SNK-CHC,Chocolate Chip Cookie,Baked Good,9,2.0,18.0,post_strategy_1
2024-02-06,SNK-BRW,Brownie,Baked Good,3,2.5,7.5,post_strategy_1
2024-02-06,SNK-SUG,Sugar Cookie,Baked Good,6,2.0,12.0,post_strategy_1
2024-02-06,SNK-RCK,Rice Krispie Treat,Baked Good,1,1.5,1.5,post_strategy_1
2024-02-06,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_1
2024-02-06,CND-RBB,Sour Patch Kids,Candy & Gum,4,2.0,8.0,post_strategy_1
2024-02-06,CND-SKT,Skittles,Candy & Gum,1,1.75,1.75,post_strategy_1
2024-02-06,CND-STB,Starburst,Candy & Gum,2,1.75,3.5,post_strategy_1
2024-02-06,CHP-LAY,Lays Classic,Chips,6,1.5,9.0,post_strategy_1
2024-02-06,CHP-DRT,Doritos Nacho,Chips,6,1.5,9.0,post_strategy_1
2024-02-06,CHP-TAK,Takis Fuego,Chips,2,1.75,3.5,post_strategy_1
2024-02-06,CHP-PRT,Pretzels,Chips,2,1.25,2.5,post_strategy_1
2024-02-06,CHP-POP,Popcorn,Chips,2,1.25,2.5,post_strategy_1
2024-02-07,ITS-STR,Strawberry Italian Soda,Italian Soda,10,3.5,35.0,post_strategy_1
2024-02-07,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,12,3.5,42.0,post_strategy_1
2024-02-07,ITS-BLU,Blueberry Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_1
2024-02-07,ITS-PEA,Peach Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_1
2024-02-07,ITS-COC,Coconut Italian Soda,Italian Soda,1,3.5,3.5,post_strategy_1
2024-02-07,DRK-MAT,Matcha Lemonade,Custom Drink,12,4.25,51.0,post_strategy_1
2024-02-07,DRK-STR,Strawberry Milk,Custom Drink,6,3.75,22.5,post_strategy_1
2024-02-07,DRK-HOR,Horchata Cold Brew,Custom Drink,10,4.5,45.0,post_strategy_1
2024-02-07,DRK-CHI,Chia Lemonade,Custom Drink,5,3.75,18.75,post_strategy_1
2024-02-07,ENR-RBU,Red Bull Original,Energy Drink,5,3.75,18.75,post_strategy_1
2024-02-07,ENR-RBS,Red Bull Sugar Free,Energy Drink,6,3.75,22.5,post_strategy_1
2024-02-07,ENR-MTN,Monster Energy,Energy Drink,3,3.5,10.5,post_strategy_1
2024-02-07,ENR-CEL,Celsius,Energy Drink,2,3.25,6.5,post_strategy_1
2024-02-07,SFT-WAT,Water Bottle,Soft Drink,8,1.25,10.0,post_strategy_1
2024-02-07,SFT-COK,Coca-Cola,Soft Drink,9,1.75,15.75,post_strategy_1
2024-02-07,SFT-SPR,Sprite,Soft Drink,8,1.75,14.0,post_strategy_1
2024-02-07,SFT-DRP,Dr Pepper,Soft Drink,6,1.75,10.5,post_strategy_1
2024-02-07,SFT-LEM,Lemonade,Soft Drink,5,1.75,8.75,post_strategy_1
2024-02-07,SNK-CHC,Chocolate Chip Cookie,Baked Good,8,2.0,16.0,post_strategy_1
2024-02-07,SNK-BRW,Brownie,Baked Good,5,2.5,12.5,post_strategy_1
2024-02-07,SNK-SUG,Sugar Cookie,Baked Good,5,2.0,10.0,post_strategy_1
2024-02-07,CND-GUM,Orbit Gum,Candy & Gum,5,1.5,7.5,post_strategy_1
2024-02-07,CND-RBB,Sour Patch Kids,Candy & Gum,4,2.0,8.0,post_strategy_1
2024-02-07,CND-STB,Starburst,Candy & Gum,6,1.75,10.5,post_strategy_1
2024-02-07,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,post_strategy_1
2024-02-07,CHP-LAY,Lays Classic,Chips,9,1.5,13.5,post_strategy_1
2024-02-07,CHP-DRT,Doritos Nacho,Chips,7,1.5,10.5,post_strategy_1
2024-02-07,CHP-TAK,Takis Fuego,Chips,3,1.75,5.25,post_strategy_1
2024-02-07,CHP-PRT,Pretzels,Chips,4,1.25,5.0,post_strategy_1
2024-02-07,CHP-POP,Popcorn,Chips,4,1.25,5.0,post_strategy_1
2024-02-08,ITS-STR,Strawberry Italian Soda,Italian Soda,13,3.5,45.5,post_strategy_1
2024-02-08,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,3,3.5,10.5,post_strategy_1
2024-02-08,ITS-BLU,Blueberry Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_1
2024-02-08,ITS-PEA,Peach Italian Soda,Italian Soda,6,3.5,21.0,post_strategy_1
2024-02-08,ITS-COC,Coconut Italian Soda,Italian Soda,2,3.5,7.0,post_strategy_1
2024-02-08,DRK-MAT,Matcha Lemonade,Custom Drink,6,4.25,25.5,post_strategy_1
2024-02-08,DRK-STR,Strawberry Milk,Custom Drink,3,3.75,11.25,post_strategy_1
2024-02-08,DRK-HOR,Horchata Cold Brew,Custom Drink,4,4.5,18.0,post_strategy_1
2024-02-08,DRK-CHI,Chia Lemonade,Custom Drink,1,3.75,3.75,post_strategy_1
2024-02-08,ENR-RBU,Red Bull Original,Energy Drink,4,3.75,15.0,post_strategy_1
2024-02-08,ENR-MTN,Monster Energy,Energy Drink,6,3.5,21.0,post_strategy_1
2024-02-08,ENR-CEL,Celsius,Energy Drink,1,3.25,3.25,post_strategy_1
2024-02-08,SFT-WAT,Water Bottle,Soft Drink,8,1.25,10.0,post_strategy_1
2024-02-08,SFT-COK,Coca-Cola,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-08,SFT-SPR,Sprite,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-08,SFT-DRP,Dr Pepper,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-08,SFT-LEM,Lemonade,Soft Drink,4,1.75,7.0,post_strategy_1
2024-02-08,SNK-CHC,Chocolate Chip Cookie,Baked Good,3,2.0,6.0,post_strategy_1
2024-02-08,SNK-BRW,Brownie,Baked Good,3,2.5,7.5,post_strategy_1
2024-02-08,SNK-SUG,Sugar Cookie,Baked Good,5,2.0,10.0,post_strategy_1
2024-02-08,SNK-RCK,Rice Krispie Treat,Baked Good,2,1.5,3.0,post_strategy_1
2024-02-08,CND-GUM,Orbit Gum,Candy & Gum,4,1.5,6.0,post_strategy_1
2024-02-08,CND-RBB,Sour Patch Kids,Candy & Gum,4,2.0,8.0,post_strategy_1
2024-02-08,CND-SKT,Skittles,Candy & Gum,6,1.75,10.5,post_strategy_1
2024-02-08,CND-STB,Starburst,Candy & Gum,4,1.75,7.0,post_strategy_1
2024-02-08,CND-MNT,Altoids,Candy & Gum,2,2.0,4.0,post_strategy_1
2024-02-08,CHP-LAY,Lays Classic,Chips,2,1.5,3.0,post_strategy_1
2024-02-08,CHP-DRT,Doritos Nacho,Chips,3,1.5,4.5,post_strategy_1
2024-02-08,CHP-TAK,Takis Fuego,Chips,7,1.75,12.25,post_strategy_1
2024-02-08,CHP-POP,Popcorn,Chips,3,1.25,3.75,post_strategy_1
2024-02-09,ITS-STR,Strawberry Italian Soda,Italian Soda,14,3.5,49.0,post_strategy_1
2024-02-09,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,8,3.5,28.0,post_strategy_1
2024-02-09,ITS-BLU,Blueberry Italian Soda,Italian Soda,5,3.5,17.5,post_strategy_1
2024-02-09,ITS-PEA,Peach Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_1
2024-02-09,ITS-COC,Coconut Italian Soda,Italian Soda,1,3.5,3.5,post_strategy_1
2024-02-09,DRK-MAT,Matcha Lemonade,Custom Drink,5,4.25,21.25,post_strategy_1
2024-02-09,DRK-STR,Strawberry Milk,Custom Drink,5,3.75,18.75,post_strategy_1
2024-02-09,DRK-HOR,Horchata Cold Brew,Custom Drink,10,4.5,45.0,post_strategy_1
2024-02-09,ENR-RBU,Red Bull Original,Energy Drink,2,3.75,7.5,post_strategy_1
2024-02-09,ENR-RBS,Red Bull Sugar Free,Energy Drink,3,3.75,11.25,post_strategy_1
2024-02-09,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,post_strategy_1
2024-02-09,ENR-CEL,Celsius,Energy Drink,5,3.25,16.25,post_strategy_1
2024-02-09,SFT-WAT,Water Bottle,Soft Drink,12,1.25,15.0,post_strategy_1
2024-02-09,SFT-COK,Coca-Cola,Soft Drink,7,1.75,12.25,post_strategy_1
2024-02-09,SFT-SPR,Sprite,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-09,SFT-DRP,Dr Pepper,Soft Drink,6,1.75,10.5,post_strategy_1
2024-02-09,SNK-CHC,Chocolate Chip Cookie,Baked Good,9,2.0,18.0,post_strategy_1
2024-02-09,SNK-BRW,Brownie,Baked Good,1,2.5,2.5,post_strategy_1
2024-02-09,SNK-SUG,Sugar Cookie,Baked Good,1,2.0,2.0,post_strategy_1
2024-02-09,SNK-RCK,Rice Krispie Treat,Baked Good,1,1.5,1.5,post_strategy_1
2024-02-09,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_1
2024-02-09,CND-RBB,Sour Patch Kids,Candy & Gum,6,2.0,12.0,post_strategy_1
2024-02-09,CND-SKT,Skittles,Candy & Gum,3,1.75,5.25,post_strategy_1
2024-02-09,CND-STB,Starburst,Candy & Gum,4,1.75,7.0,post_strategy_1
2024-02-09,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,post_strategy_1
2024-02-09,CHP-LAY,Lays Classic,Chips,6,1.5,9.0,post_strategy_1
2024-02-09,CHP-DRT,Doritos Nacho,Chips,6,1.5,9.0,post_strategy_1
2024-02-09,CHP-TAK,Takis Fuego,Chips,8,1.75,14.0,post_strategy_1
2024-02-09,CHP-PRT,Pretzels,Chips,3,1.25,3.75,post_strategy_1
2024-02-09,CHP-POP,Popcorn,Chips,2,1.25,2.5,post_strategy_1
2024-02-12,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,9,3.5,31.5,post_strategy_1
2024-02-12,ITS-BLU,Blueberry Italian Soda,Italian Soda,1,3.5,3.5,post_strategy_1
2024-02-12,ITS-PEA,Peach Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_1
2024-02-12,ITS-COC,Coconut Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_1
2024-02-12,DRK-MAT,Matcha Lemonade,Custom Drink,7,4.25,29.75,post_strategy_1
2024-02-12,DRK-STR,Strawberry Milk,Custom Drink,4,3.75,15.0,post_strategy_1
2024-02-12,DRK-HOR,Horchata Cold Brew,Custom Drink,6,4.5,27.0,post_strategy_1
2024-02-12,DRK-CHI,Chia Lemonade,Custom Drink,3,3.75,11.25,post_strategy_1
2024-02-12,ENR-RBU,Red Bull Original,Energy Drink,8,3.75,30.0,post_strategy_1
2024-02-12,ENR-RBS,Red Bull Sugar Free,Energy Drink,4,3.75,15.0,post_strategy_1
2024-02-12,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,post_strategy_1
2024-02-12,ENR-CEL,Celsius,Energy Drink,1,3.25,3.25,post_strategy_1
2024-02-12,SFT-WAT,Water Bottle,Soft Drink,7,1.25,8.75,post_strategy_1
2024-02-12,SFT-COK,Coca-Cola,Soft Drink,4,1.75,7.0,post_strategy_1
2024-02-12,SFT-SPR,Sprite,Soft Drink,5,1.75,8.75,post_strategy_1
2024-02-12,SFT-DRP,Dr Pepper,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-12,SNK-CHC,Chocolate Chip Cookie,Baked Good,3,2.0,6.0,post_strategy_1
2024-02-12,SNK-BRW,Brownie,Baked Good,2,2.5,5.0,post_strategy_1
2024-02-12,SNK-SUG,Sugar Cookie,Baked Good,4,2.0,8.0,post_strategy_1
2024-02-12,CND-GUM,Orbit Gum,Candy & Gum,6,1.5,9.0,post_strategy_1
2024-02-12,CND-RBB,Sour Patch Kids,Candy & Gum,1,2.0,2.0,post_strategy_1
2024-02-12,CND-SKT,Skittles,Candy & Gum,1,1.75,1.75,post_strategy_1
2024-02-12,CND-STB,Starburst,Candy & Gum,3,1.75,5.25,post_strategy_1
2024-02-12,CND-MNT,Altoids,Candy & Gum,1,2.0,2.0,post_strategy_1
2024-02-12,CHP-LAY,Lays Classic,Chips,6,1.5,9.0,post_strategy_1
2024-02-12,CHP-DRT,Doritos Nacho,Chips,5,1.5,7.5,post_strategy_1
2024-02-12,CHP-TAK,Takis Fuego,Chips,4,1.75,7.0,post_strategy_1
2024-02-12,CHP-PRT,Pretzels,Chips,2,1.25,2.5,post_strategy_1
2024-02-12,CHP-POP,Popcorn,Chips,2,1.25,2.5,post_strategy_1
2024-02-13,ITS-STR,Strawberry Italian Soda,Italian Soda,14,3.5,49.0,post_strategy_1
2024-02-13,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_1
2024-02-13,ITS-BLU,Blueberry Italian Soda,Italian Soda,2,3.5,7.0,post_strategy_1
2024-02-13,ITS-PEA,Peach Italian Soda,Italian Soda,1,3.5,3.5,post_strategy_1
2024-02-13,ITS-COC,Coconut Italian Soda,Italian Soda,3,3.5,10.5,post_strategy_1
2024-02-13,DRK-MAT,Matcha Lemonade,Custom Drink,4,4.25,17.0,post_strategy_1
2024-02-13,DRK-STR,Strawberry Milk,Custom Drink,2,3.75,7.5,post_strategy_1
2024-02-13,DRK-HOR,Horchata Cold Brew,Custom Drink,6,4.5,27.0,post_strategy_1
2024-02-13,ENR-RBU,Red Bull Original,Energy Drink,3,3.75,11.25,post_strategy_1
2024-02-13,ENR-RBS,Red Bull Sugar Free,Energy Drink,2,3.75,7.5,post_strategy_1
2024-02-13,ENR-MTN,Monster Energy,Energy Drink,3,3.5,10.5,post_strategy_1
2024-02-13,ENR-CEL,Celsius,Energy Drink,5,3.25,16.25,post_strategy_1
2024-02-13,SFT-WAT,Water Bottle,Soft Drink,5,1.25,6.25,post_strategy_1
2024-02-13,SFT-COK,Coca-Cola,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-13,SFT-SPR,Sprite,Soft Drink,4,1.75,7.0,post_strategy_1
2024-02-13,SFT-DRP,Dr Pepper,Soft Drink,2,1.75,3.5,post_strategy_1
2024-02-13,SFT-LEM,Lemonade,Soft Drink,2,1.75,3.5,post_strategy_1
2024-02-13,SNK-CHC,Chocolate Chip Cookie,Baked Good,4,2.0,8.0,post_strategy_1
2024-02-13,SNK-BRW,Brownie,Baked Good,4,2.5,10.0,post_strategy_1
2024-02-13,SNK-SUG,Sugar Cookie,Baked Good,4,2.0,8.0,post_strategy_1
2024-02-13,SNK-RCK,Rice Krispie Treat,Baked Good,2,1.5,3.0,post_strategy_1
2024-02-13,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_1
2024-02-13,CND-RBB,Sour Patch Kids,Candy & Gum,5,2.0,10.0,post_strategy_1
2024-02-13,CND-STB,Starburst,Candy & Gum,4,1.75,7.0,post_strategy_1
2024-02-13,CND-MNT,Altoids,Candy & Gum,2,2.0,4.0,post_strategy_1
2024-02-13,CHP-LAY,Lays Classic,Chips,1,1.5,1.5,post_strategy_1
2024-02-13,CHP-DRT,Doritos Nacho,Chips,4,1.5,6.0,post_strategy_1
2024-02-13,CHP-TAK,Takis Fuego,Chips,4,1.75,7.0,post_strategy_1
2024-02-13,CHP-PRT,Pretzels,Chips,1,1.25,1.25,post_strategy_1
2024-02-13,CHP-POP,Popcorn,Chips,2,1.25,2.5,post_strategy_1
2024-02-14,ITS-STR,Strawberry Italian Soda,Italian Soda,14,3.5,49.0,post_strategy_1
2024-02-14,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,12,3.5,42.0,post_strategy_1
2024-02-14,ITS-BLU,Blueberry Italian Soda,Italian Soda,2,3.5,7.0,post_strategy_1
2024-02-14,ITS-PEA,Peach Italian Soda,Italian Soda,10,3.5,35.0,post_strategy_1
2024-02-14,ITS-COC,Coconut Italian Soda,Italian Soda,2,3.5,7.0,post_strategy_1
2024-02-14,DRK-MAT,Matcha Lemonade,Custom Drink,12,4.25,51.0,post_strategy_1
2024-02-14,DRK-STR,Strawberry Milk,Custom Drink,10,3.75,37.5,post_strategy_1
2024-02-14,DRK-HOR,Horchata Cold Brew,Custom Drink,9,4.5,40.5,post_strategy_1
2024-02-14,DRK-CHI,Chia Lemonade,Custom Drink,4,3.75,15.0,post_strategy_1
2024-02-14,ENR-RBU,Red Bull Original,Energy Drink,8,3.75,30.0,post_strategy_1
2024-02-14,ENR-RBS,Red Bull Sugar Free,Energy Drink,6,3.75,22.5,post_strategy_1
2024-02-14,ENR-MTN,Monster Energy,Energy Drink,4,3.5,14.0,post_strategy_1
2024-02-14,ENR-CEL,Celsius,Energy Drink,5,3.25,16.25,post_strategy_1
2024-02-14,SFT-WAT,Water Bottle,Soft Drink,8,1.25,10.0,post_strategy_1
2024-02-14,SFT-COK,Coca-Cola,Soft Drink,12,1.75,21.0,post_strategy_1
2024-02-14,SFT-SPR,Sprite,Soft Drink,10,1.75,17.5,post_strategy_1
2024-02-14,SFT-DRP,Dr Pepper,Soft Drink,5,1.75,8.75,post_strategy_1
2024-02-14,SFT-LEM,Lemonade,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-14,SNK-CHC,Chocolate Chip Cookie,Baked Good,10,2.0,20.0,post_strategy_1
2024-02-14,SNK-BRW,Brownie,Baked Good,4,2.5,10.0,post_strategy_1
2024-02-14,SNK-SUG,Sugar Cookie,Baked Good,4,2.0,8.0,post_strategy_1
2024-02-14,SNK-RCK,Rice Krispie Treat,Baked Good,5,1.5,7.5,post_strategy_1
2024-02-14,CND-GUM,Orbit Gum,Candy & Gum,3,1.5,4.5,post_strategy_1
2024-02-14,CND-RBB,Sour Patch Kids,Candy & Gum,8,2.0,16.0,post_strategy_1
2024-02-14,CND-SKT,Skittles,Candy & Gum,2,1.75,3.5,post_strategy_1
2024-02-14,CND-STB,Starburst,Candy & Gum,7,1.75,12.25,post_strategy_1
2024-02-14,CND-MNT,Altoids,Candy & Gum,3,2.0,6.0,post_strategy_1
2024-02-14,CHP-LAY,Lays Classic,Chips,6,1.5,9.0,post_strategy_1
2024-02-14,CHP-DRT,Doritos Nacho,Chips,5,1.5,7.5,post_strategy_1
2024-02-14,CHP-TAK,Takis Fuego,Chips,5,1.75,8.75,post_strategy_1
2024-02-14,CHP-PRT,Pretzels,Chips,2,1.25,2.5,post_strategy_1
2024-02-14,CHP-POP,Popcorn,Chips,3,1.25,3.75,post_strategy_1
2024-02-15,ITS-STR,Strawberry Italian Soda,Italian Soda,11,3.5,38.5,post_strategy_1
2024-02-15,ITS-PAS,Passion Fruit Italian Soda,Italian Soda,6,3.5,21.0,post_strategy_1
2024-02-15,ITS-BLU,Blueberry Italian Soda,Italian Soda,3,3.5,10.5,post_strategy_1
2024-02-15,ITS-PEA,Peach Italian Soda,Italian Soda,4,3.5,14.0,post_strategy_1
2024-02-15,ITS-COC,Coconut Italian Soda,Italian Soda,2,3.5,7.0,post_strategy_1
2024-02-15,DRK-MAT,Matcha Lemonade,Custom Drink,5,4.25,21.25,post_strategy_1
2024-02-15,DRK-STR,Strawberry Milk,Custom Drink,4,3.75,15.0,post_strategy_1
2024-02-15,DRK-HOR,Horchata Cold Brew,Custom Drink,2,4.5,9.0,post_strategy_1
2024-02-15,DRK-CHI,Chia Lemonade,Custom Drink,2,3.75,7.5,post_strategy_1
2024-02-15,ENR-RBU,Red Bull Original,Energy Drink,3,3.75,11.25,post_strategy_1
2024-02-15,ENR-RBS,Red Bull Sugar Free,Energy Drink,3,3.75,11.25,post_strategy_1
2024-02-15,ENR-MTN,Monster Energy,Energy Drink,1,3.5,3.5,post_strategy_1
2024-02-15,ENR-CEL,Celsius,Energy Drink,2,3.25,6.5,post_strategy_1
2024-02-15,SFT-WAT,Water Bottle,Soft Drink,4,1.25,5.0,post_strategy_1
2024-02-15,SFT-COK,Coca-Cola,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-15,SFT-SPR,Sprite,Soft Drink,3,1.75,5.25,post_strategy_1
2024-02-15,SFT-DRP,Dr Pepper,Soft Drink,2,1.75,3.5,post_strategy_1
2024-02-15,SFT-LEM,Lemonade,Soft Drink,1,1.75,1.75,post_strategy_1
2024-02-15,SNK-CHC,Chocolate Chip Cookie,Baked Good,2,2.0,4.0,post_strategy_1
2024-02-15,SNK-BRW,Brownie,Baked Good,4,2.5,10.0,post_strategy_1
2024-02-15,SNK-SUG,Sugar Cookie,Baked Good,2,2.0,4.0,post_strategy_1
2024-02-15,CND-GUM,Orbit Gum,Candy & Gum,2,1.5,3.0,post_strategy_1
2024-02-15,CND-RBB,Sour Patch Kids,Candy & Gum,7,2.0,14.0,post_strategy_1
2024-02-15,CND-SKT,Skittles,Candy & Gum,2,1.75,3.5,post_strategy_1
